No,Title,Tags,Status,Link
1948,Error: EPERM: operation not permitted,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1948
1947,[BUG] trap 'exit 0' SIGINT doesn't work in npm scripts,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1947
1946,[BUG] npm unlink breaking change intentional?,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1946
1945,[BUG] Install goes into an infinite loop when there's a peer dependency conflict,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1945
1944,[BUG] Strange non user friendly behavior controlled by the package itself  ,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1944
1943,Installing “atom-ide-terminal@5.0.1” failed.,,Closed,https://github.com/npm/cli/issues/1943
1942,"[BUG] npm7 workspaces, dependencies specified as git are not properly linked",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1942
1941,[BUG] npm ci does not respect the resolved url in package-lock.json,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1941
1940,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1940
1937,[BUG] npm 7.x ignores publishConfig.registry,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1937
1935,[BUG] npx behavior in CI environments,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1935
1934,"error Package ""myPackage"" refers to a non-existing file '""myPath/myPackage""'.",Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1934
1933,a tempnodejsnpm folder is created whenever i install any dependencies,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1933
1931,[BUG] <title>npm ERR!,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1931
1930,[ERROR] Installation fails,Release 6.x,Closed,https://github.com/npm/cli/issues/1930
1926,CDN for private packages,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1926
1924,[BUG] `npm ci` Doesn't Error on Differences in package.json and package-lock.json,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1924
1923,[BUG] npm install in a workspaces environment requires admin permissions on Windows,Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1923
1922,a couple of issues,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1922
1921,"npm install fails with EINVALIDTAGNAME, but npm ci does not",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1921
1920,[BUG] Workspace install hangs on invalid inter-dependent packages,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1920
1918,"[BUG] ""Maximum call stack size exceeded"" error when a dependency of a circular dependency package could not be installed",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1918
1917,[BUG] Executing npm view with readme field not outputting a readme for certain packages with a readme,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1917
1916,npm ERR! cb() never called!,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1916
1914,firebase deploy,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1914
1913,[BUG] npm show fails if keywords is a string,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1913
1912,[BUG] Please clarify test/fixtures/third-party.md,Awaiting Information;Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1912
1910,cb() never called on npm install ,,Closed,https://github.com/npm/cli/issues/1910
1909,[Docs] Update package docs don't describe how to update over major versions,,Closed,https://github.com/npm/cli/issues/1909
1905,[BUG] `npm ci` doesn't run `postinstall` script,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1905
1904,[BUG] npm 7 workspace package script execution,Enhancement;Release 7.x,Closed,https://github.com/npm/cli/issues/1904
1901,[BUG] Verification email is not sent to my professional domain mailbox,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1901
1900,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1900
1899,[BUG] Multiple substitutions of npm_package_config_* variables is not working,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1899
1898,problem installing cnc.js,,Closed,https://github.com/npm/cli/issues/1898
1896,[BUG] Unclear peer dependency conflicts warning message,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1896
1890,[BUG] npm ci fails for local transitive dependencies,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1890
1889,progress bar stuck after programmatic usage,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1889
1888,[BUG] npm install <dep>@versionOrTag does not honor save prefix,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1888
1887,[BUG] npm install creates files in the past,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1887
1886,[BUG] packages that are in `devDependencies` AND `optionalDependencies` are automatically added to package.json's `dependencies` on `npm install`,Release 7.x;Bug;Priority 1,Closed,https://github.com/npm/cli/issues/1886
1885,[BUG] Unable to install any package after cleaning cache,,Closed,https://github.com/npm/cli/issues/1885
1884,[BUG] Installing a newer version of the package doesn't update the source code to be used,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1884
1883,[BUG] npm install with invalid JSON deletes contents of package.json and exits with success,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1883
1880,Documentation missing for `npm login`,Enhancement;Release 7.x,Closed,https://github.com/npm/cli/issues/1880
1879,[BUG] npm7 doesn't install packages that are only found on GitHub,Release 7.x;Bug;Duplicate,Closed,https://github.com/npm/cli/issues/1879
1878,[BUG] `npm install <package-name>` will install that <package>s `devDependencies` if the package has a published `npm-shrinkwrap.json`,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1878
1875,[BUG] npm audit backwards compatibility against third party tools,Release 7.x;Bug;Priority 2,Closed,https://github.com/npm/cli/issues/1875
1874,Node Module Isn't Install Properly,,Closed,https://github.com/npm/cli/issues/1874
1873,"[BUG] npm pack does not ignore patterns like ""dir/"" in subdirectories",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1873
1872,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1872
1869,[BUG] npm 7 uninstall doesn't remove global package if prefix is a symlink,Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1869
1867,I got npm ERR! cb() never called! while trying to create react project,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1867
1866,[BUG] <cb() never called>,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1866
1865,[BUG] `prepare` and `prepack` scripts are not handled as documented when installing a git dependency,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1865
1864,npm-webcam cant change its css to fit entire screen width & height,,Closed,https://github.com/npm/cli/issues/1864
1863,[BUG] Invalid version number results in partial installation of modules,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1863
1861,[BUG] npm ls doesn't support depth,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1861
1860,[BUG] Reverting from GitHub repo to version keeps old link in package-lock,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1860
1856,[BUG] npm unlink --force,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1856
1855,[BUG] OOM exit status inconsistent,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1855
1851,[BUG] invalid comparison in json-schema validate.js,,Closed,https://github.com/npm/cli/issues/1851
1849,[BUG] npm install <dep>@version removes  the dep from peerDeps if dep is in devDeps as well,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1849
1848,[BUG] running npm install in a repo with a binding.gyp and no pre-install script no longer automatically builds package,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1848
1845,"[BUG] npx fails with ""could not find executable"" when running husky in v7",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1845
1844,No command of npm is running after I deleted node_module folder. npm install not working,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1844
1843,[BUG] npm install enters an infinite loop on workspace,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1843
1842,ERR cb() never called when running npm publish,,Closed,https://github.com/npm/cli/issues/1842
1841,[BUG] Unknown system error -74,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1841
1840,[BUG] slow npm commands,Wontfix;Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1840
1839,[BUG] The Schematic workflow failed.,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1839
1838,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1838
1837,[BUG] npm run fails on Windows10 with WSL2,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1837
1836,[BUG] npm update includes devDependencies without using --dev,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1836
1835,NPM 3.5.2 on Ubuntu Server 18.04 on Raspberry Pi Fatal Error,,Closed,https://github.com/npm/cli/issues/1835
1834,[BUG] process.env.npm_config_user_agent missing in v7,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1834
1833,[](),,Closed,https://github.com/npm/cli/issues/1833
1832,[BUG] npm error: Cannot destructure property `name` of 'undefined' or 'null'.,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1832
1830,[BUG] `npm install foo` installs the latest version even if it is deprecated,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1830
1829,[BUG] <title>,,Closed,https://github.com/npm/cli/issues/1829
1828,[BUG] <title>,,Closed,https://github.com/npm/cli/issues/1828
1827,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1827
1826,[BUG] _password cannot be set from environment,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1826
1824,[BUG] cb() never called!,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1824
1823,[QUESTION] where is the source code of the documentation website(https://docs.npmjs.com/)?,,Closed,https://github.com/npm/cli/issues/1823
1817,[BUG] npm tries to download bundled dependencies,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1817
1816,"Couldn't find package ""package-name"" on the ""npm"" registry.",Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1816
1815,[BUG] Search box preview and search results do not correspond,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1815
1814,[BUG] `npm i react@17` never ends,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1814
1813,"[BUG] `npm i` always pretends it ""added 4 packages""",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1813
1812,[BUG] `npm ci` prints an error without context,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1812
1811,[BUG] `npm ci` changes package.json,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1811
1809,[BUG] Incorrect default user-agent value in documentation,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1809
1808,[BUG] Can not repeat install directory,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1808
1807, react-material-ui-form-validator issue vision 2.1.1,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1807
1806,[BUG] npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/1806
1805,"[BUG] ""cb() never called!""",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1805
1804,"[BUG] https://npmjs.com always gives internal server error, but not npmjs.com/package/x",Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1804
1803,npm ci,,Closed,https://github.com/npm/cli/issues/1803
1802,npm publish corrupts README.md file on npmjs.com ,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1802
1801,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1801
1800,[BUG] Integrity check fails for azure artifacts (and apparently other private registries) NPM packages,Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1800
1799,[BUG] npm-install: Integrity checksum failed using sha 512,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1799
1798,Exito ,,Closed,https://github.com/npm/cli/issues/1798
1797,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1797
1796,[BUG] npm install doesn't return back to the console WSL2,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1796
1795,`npm li <package>` does not limit output to <package>,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1795
1794,[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1794
1793,npm link --only=production => does not work as expected,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1793
1790,[BUG] public couchdb mirror for html-to-draftjs is stale,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1790
1789,How can I get started on this version?,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1789
1788,[BUG] README tables don't work at npmjs.com,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1788
1787,Type 'MatCalendar<D>' is not assignable to type 'MatCalendar<ExtractDateTypeFromSelection<D>>,Awaiting Information;Wontfix,Closed,https://github.com/npm/cli/issues/1787
1785,[BUG] npm cache clean --force does not clean cacache files,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1785
1784,[BUG] running npm install again on workspace deletes all dependencies,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1784
4293,[FEATURE](arborist) add engines.node and engines.npm as easily queryable fields on inventory,Enhancement;Needs Discussion;ws:arborist,Closed,https://github.com/npm/cli/issues/4293
1783,[BUG] npm config set replaces environment variables in .npmrc,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1783
1782,[BUG] inconsistent behavior between Case-sensitive filesystem and non-case-sensitive filesystem,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1782
1781,[BUG] npm 7 confusing error when installing git dependency with invalid commit-ish,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1781
1780,Add `--fetch-timeout` config,semver:minor;Enhancement;Release 7.x,Closed,https://github.com/npm/cli/issues/1780
1779,"[BUG] NPM crashes using create-react-app - Ubuntu 14.04, as root user",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1779
1778,[BUG] Refusing to install discord.js as a dependency of itself,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1778
1777,"[BUG] npm link <pkg>, error links.map is not a function in v7",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1777
1774,npm cb() never called,,Closed,https://github.com/npm/cli/issues/1774
1773,CommandFailed: npm install --unsafe-perm ,,Closed,https://github.com/npm/cli/issues/1773
1772,[BUG] (Windows/Laravel/npm)  cb() never called!,Release 6.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1772
1771,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/1771
1770,[BUG] npm run <whatever-script> is not recognized as an internal or external command,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1770
1769,"[BUG] flood of ""npm WARN tar ENOENT: no such file or directory, open [...]"" followed by failure",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1769
1768,When I execute npm install got this errornpm ERR! cb() never called! ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1768
1767,[BUG] Do not default `name` prop in `package-lock.json` to dir name,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1767
1766,[BUG] `npm install` does not sort dependencies alphabetically,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1766
1765,"[BUG] Command ""npm adduser < input.txt"" results in ""This is an error with npm itself.""",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1765
1764,[BUG] Npm mirrored the complete git repo when the version is a commit hash,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1764
1763,[BUG] npm update fails with workspace dependencies,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1763
1762,[BUG] Lockfile and dependencies not updated when removing a dependency from package.json,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1762
1760,Bug - Error when doing npm install,,Closed,https://github.com/npm/cli/issues/1760
1759,[BUG] npm react-datepicker alignment issue in iOS devices,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1759
1756,[BUG] ENOLOCAL error with local dependencies,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1756
1755,[BUG] `prefix`-sub-command and global installes ignore configured prefix,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1755
1754,[Question] Rename Sill,Awaiting Information,Closed,https://github.com/npm/cli/issues/1754
1752,[Question] documentation for phase 1 of workspace support in npm 7?,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1752
1749,[BUG] Install of some packages results in Error: `unable to resolve dependency tree`,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1749
1748,[BUG] cb() never called! npm file install error,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1748
1747,[BUG] Install not recognizing cli flags on Windows,Release 6.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1747
1746,[BUG] npx binary does not account for globally-installed packages,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1746
1745,"[BUG] Unhelpful ""Unsupported engine"" warning",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1745
1744,[BUG] Install progress bar jumps around,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1744
1741,npm audit returns a cloudflare captcha page,Awaiting Information;Release 6.x,Closed,https://github.com/npm/cli/issues/1741
1740,npm-ci is not working,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1740
1737,[BUG]  cb() never called!,,Closed,https://github.com/npm/cli/issues/1737
1736,[BUG] Remove or change unhelpful logging message from npm audit fix --force,,Closed,https://github.com/npm/cli/issues/1736
1735,[BUG] Git dependency does not get updated to the version from package-lock.json. package-lock.json gets modified when old version of git dependency is in node_modules and running npm install,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1735
1734,[BUG] Some packages can no longer be installed with npm v7,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1734
1732,"[BUG] postinstall not exec when run npm install xxx, but npm install do",Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1732
1731,NPM is not working,,Closed,https://github.com/npm/cli/issues/1731
1730,[BUG] Npm Error,Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1730
1729,[BUG] npm install using an old npm-shrinkwrap requires multiple npm installs to get to its final state ,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1729
1728,[BUG] 7.x npm prune --production removes dev deps but leaves .bin symlink to dep (breaks serverless packaging in our case),Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1728
1727,[BUG] Remove update npm message,,Closed,https://github.com/npm/cli/issues/1727
1726,[BUG] <title>current Behavior,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1726
1725,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1725
1724,[BUG] Hippocratic license incorrectly identified as invalid SPDX expression,,Closed,https://github.com/npm/cli/issues/1724
1723,[BUG] npm dedupe not work,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1723
1722,[BUG] 7.x Cannot use tags to install against a privately scoped package on the npm registry,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1722
1721,[BUG] Cannot find module '../lib/utils/unsupported.js',Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1721
1720,[BUG] <cb() never called!>,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1720
1716,[BUG] 403 on `npm whoami` or `npm adduser`,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1716
1715,its a working! ,,Closed,https://github.com/npm/cli/issues/1715
1714,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1714
1713,[BUG] <title>,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1713
1712,"npm ERR!, npm  v3.10.10, node v12.18.3",,Closed,https://github.com/npm/cli/issues/1712
1711,[BUG] npm publish Does Not Consider Rules in `git config --get core.excludesFile`,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1711
1710,[BUG] package.json is removed from my monorepo,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1710
1709,[BUG] cli package.json engines isn't valid semvar,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1709
1708,[BUG] npm v7 breaks itself upon installing itself in `--global --production` mode.,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1708
1705,[HELP] 'koa2-session-redis' Connect Retry mechanism is not working ,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1705
1704,[BUG] npm run is broken,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1704
1703,"[BUG] npm outdated fails with an error, does not say _where_ the issue lies.",Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1703
1702,[BUG] WARN notsup still installs package and dependencies,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1702
1700,[BUG] Not able to set custom ca or cafile or even disable strict ssl,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1700
1697,[BUG] npm process leaving zombie processes,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1697
1696,cb() never Called,,Closed,https://github.com/npm/cli/issues/1696
1695,[BUG] `npm token` broken`,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1695
1694,HardSourceWebpackPlugin  插件和  热更新冲突,,Closed,https://github.com/npm/cli/issues/1694
1693,"[BUG] npm dedupe after npm update removes everything in package.json & package-lock.json and changes package name to ""dedupe""",Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1693
1692,[BUG] <6> ,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1692
1691,some bug[BUG] <title>,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1691
1690,[BUG] npm audit fix command is deleting npm sections from package.json,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1690
1689,[BUG] npm pack with bundledDependencies ignores files in package.json of dependencies,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1689
1687,"ENOMEM: not enough memory, read",,Closed,https://github.com/npm/cli/issues/1687
1686,[BUG] cannot unpublish 2 minutes after publishing,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1686
1685,"[BUG] `package-lock.json` alternates between `http:` and `https:` in the `resolved` field, redux",Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1685
1684,[BUG] only certain whitelisted hosted gits support shadow cloning,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1684
1683,Invalid file based dependency locations in package-lock,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1683
1681,[BUG] 'npm update' results in unclear error on peer-dep mismatch,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1681
1680,[BUG] 6.x update inconsistent,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1680
1679,[BUG] Failure on installing Git available package,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1679
1677,[BUG] npm ERR! cb() never called,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1677
1675,[BUG] <title>,,Closed,https://github.com/npm/cli/issues/1675
1673,[BUG] npm install hangs for several minutes due to git ls-remote git:// url scheme,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1673
1671,[BUG] error cb() never called!,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1671
1669,[BUG] `install --only=development` doesn't install needed dependencies if listed in production dependencies,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1669
1668,[BUG] npm exec failed at launch `yarn-deduplicate`,Release 7.x;Bug;platform:windows,Closed,https://github.com/npm/cli/issues/1668
1667,ERROR cb() never called!,,Closed,https://github.com/npm/cli/issues/1667
1666,Aborting installation bug,Bug,Closed,https://github.com/npm/cli/issues/1666
1662,[BUG] npm v7 does not preserve indentation style,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1662
1660,[BUG] `Error: bad marker at ConfigChain.add` using fnm with node v12.14.1,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1660
1659,[BUG] Running npm init -y does not replace directory name characters,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1659
1658,TypeError: URL is not a constructor in replace-info.js ,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1658
1656,Registry and Replicate show different versions,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1656
1655,[BUG] npm 7.x does not output correct error in all cases,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1655
1654,[BUG] 7.x - 404 when installing with `.npmrc` with github package registry,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1654
1653,[BUG] Im new and started learning how to code in node,Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1653
1651,[BUG] 7.x custom `npm install` scripts don't appear to be respected in dependencies,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1651
1650,[BUG] v7.x npm_config_* flags not being set for boolean values,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1650
1649,"[BUG] Experimental modules within ""bin"" script",Release 6.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1649
1648,[BUG] scoped package bandwidth performance is poor and will just get worse in the future,Bug,Closed,https://github.com/npm/cli/issues/1648
1647,[BUG] <cb() never called!>,Release 6.x;Bug,Closed,https://github.com/npm/cli/issues/1647
1646,NPM can't install any package (React or even node_modules),,Closed,https://github.com/npm/cli/issues/1646
1645,"[BUG] ""Cannot audit a project without a package.json"", but Happens During Install",Bug,Closed,https://github.com/npm/cli/issues/1645
1644,[BUG] Unexpected token = in JSON at position 291227,,Closed,https://github.com/npm/cli/issues/1644
1643,Unable to use npm install command,,Closed,https://github.com/npm/cli/issues/1643
1641,[BUG] npm install can potentially delete .git directory,Release 7.x;Bug;Needs Triage,Closed,https://github.com/npm/cli/issues/1641
1640,[BUG] `npm view --json` with range giving incorrect results,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1640
1639,[BUG] unexpected change in behavior of npm view --json of invalid version of a package,Release 7.x;Bug,Closed,https://github.com/npm/cli/issues/1639
1637,npm publish 404 Not Found - PUT,,Closed,https://github.com/npm/cli/issues/1637
1634,[QUESTION] Why command `npm install` get versions from package-lock for package from git ?,,Closed,https://github.com/npm/cli/issues/1634
1633,[BUG] The cmd script created by `npm link` doesn't preserve command line arguments,Bug,Closed,https://github.com/npm/cli/issues/1633
1631,problem npm said i have no space on the device and i have ,,Closed,https://github.com/npm/cli/issues/1631
1630,[BUG] <ng not found>,,Closed,https://github.com/npm/cli/issues/1630
1629,[BUG] npm install ends with a 404 error,,Closed,https://github.com/npm/cli/issues/1629
1628,[BUG] NPM install url encoding returns package not found error,Bug,Closed,https://github.com/npm/cli/issues/1628
1627,[BUG] npm update gets out of memory,Bug,Closed,https://github.com/npm/cli/issues/1627
1626,package 404 not found,,Closed,https://github.com/npm/cli/issues/1626
1625,npm ERR! cb() never called!,,Closed,https://github.com/npm/cli/issues/1625
1624,npm is down,,Closed,https://github.com/npm/cli/issues/1624
1623,Make view test snapshot deterministic,Enhancement;pr: needs tests;Release 7.x,Closed,https://github.com/npm/cli/issues/1623
1621,cli: `make docs` in clean checkout prior to v7.0.0-beta.0 doesn't build gatsby bin,Release 7.x,Closed,https://github.com/npm/cli/issues/1621
1620,Issues with `audit fix` in npm v5 style lockfile,,Closed,https://github.com/npm/cli/issues/1620
1619,v7: exclude dev deps from `npm audit --production`,,Closed,https://github.com/npm/cli/issues/1619
